cik,cusip6,cusip8
48039.0,200483,20048364
827052.0,224540,22454061
1111711.0,210054,21005426
34067.0,866677,866677
1080709.0,152958,15295845
764622.0,103964,10396427
1065865.0,137406,13740611
1423053.0,232806,23280610
835403.0,178867,17886765
740260.0,262550,26255056
1594686.0,161856,16185628
1191255.0,111748,11174872
1053706.0,756008,756008
1169445.0,942551,942551
1286597.0,265672,26567276
1418135.0,145899,14589912
921112.0,152878,15287858
1591517.0,101297,10129731
1272830.0,158445,15844581
915912.0,123120,12312014
1009001.0,243384,24338452
865941.0,123120,12312014
1487952.0,918809,918809
312069.0,103284,10328438
1077771.0,169212,16921258
1320854.0,739282,739282
351231.0,519359,519359
352541.0,115526,11552624
1071371.0,300466,30046676
922864.0,111971,11197165
108772.0,728505,72850594
96966.0,119603,11960341
1564708.0,247235,24723545
931948.0,107427,10742772
67716.0,141127,14112776
880117.0,567834,567834
1108109.0,112703,11270349
1070412.0,190471,19047146
924822.0,757805,757805
831259.0,933428,93342807
1000694.0,162816,16281679
108385.0,749844,749844
793074.0,123120,12312014
918608.0,124169,12416939
1397807.0,03216B,03216B20
823768.0,270139,27013916
751364.0,109344,10934450
1357326.0,103613,10361324
885978.0,759072,759072
81955.0,123120,12312014
926423.0,822079,822079
1050446.0,801376,801376
1163370.0,459179,459179
1518419.0,101484,10148496
1100663.0,482374,48237485
1070750.0,797487,79748706
1100663.0,324773,324773
1264089.0,612132,61213251
1456346.0,197911,19791108
1100663.0,877094,877094
1076378.0,108954,10895413
1100663.0,233957,23395731
1100663.0,310020,310020
217410.0,776027,77602761
908732.0,208690,20869054
754673.0,780961,780961
58492.0,122645,12264525
52827.0,100372,10037271
1576044.0,74735R,74735R11
1306965.0,191481,19148160
2809.0,165804,16580415
1298946.0,224099,22409908
910108.0,232817,23281762
1165002.0,532685,532685
835324.0,948538,948538
1037868.0,157957,15795794
1100663.0,109076,10907623
1015820.0,176211,17621191
1100663.0,292627,292627
46250.0,947771,947771
1287865.0,171769,17176983
1555365.0,109646,10964618
1306965.0,259311,259311
80172.0,453181,453181
1100663.0,46436e,46436e74
1455863.0,053121,053121
1618835.0,30048L,30048L10
1640147.0,L871E1,L871E1
1792627.0,48214T,48214T30
1042825.0,74112D,74112D10
1410240.0,444486,44448610
1262299.0,88023U,88023U10
912752.0,462044,46204410
920527.0,69366A,69366A10
1269981.0,12679R,12679R20
716006.0,W336XI,W336XI
1142417.0,821906,821906
1510295.0,691444,69144468
1568162.0,107172,10717209
874761.0,430506,43050662
1065332.0,104476,10447678
1575965.0,162053,16205344
1551182.0,300439,30043948
1138118.0,283023,28302346
1002047.0,170379,17037927
855654.0,151565,15156582
1467373.0,461690,46169055
1100663.0,500276,50027609
1636286.0,021347,02134710
1531152.0,159483,15948309
313807.0,160368,16036865
16988.0,721152,72115270
1670541.0,101855,10185573
921638.0,280261,28026136
1398987.0,191362,19136205
1701605.0,553997,55399708
1045609.0,762143,76214355
1409493.0,192438,19243890
1574540.0,299036,29903626
1122976.0,113141,11314109
718877.0,584573,58457312
1790982.0,164375,16437545
1524472.0,182524,18252469
1421461.0,772971,772971
1122491.0,462836,46283601
906107.0,394195,39419590
912892.0,204633,20463353
794367.0,457200,45720068
909108.0,246279,246279
1036262.0,531780,531780
796343.0,377657,37765781
1524513.0,135518,13551896
70415.0,928086,928086
918608.0,185256,18525627
1043277.0,159982,15998262
906163.0,292482,292482
1748790.0,107754,10775481
1742924.0,240916,24091663
351569.0,102395,10239597
721371.0,248593,24859374
1508844.0,102520,10252097
70318.0,121910,12191094
765880.0,562982,56298227
9346.0,980254,980254
1590895.0,267433,26743390
1389050.0,221432,22143253
1080014.0,111605,11160546
917851.0,279562,27956277
1043604.0,294922,29492290
1076378.0,132233,13223328
1725057.0,121423,12142343
857005.0,141763,14176314
1469367.0,236319,23631994
1524741.0,113628,11362858
1593936.0,114313,11431349
1100663.0,245233,24523332
1736946.0,118860,11886016
1131399.0,377284,37728426
1303523.0,178392,17839285
1299130.0,151154,15115490
896159.0,294551,29455172
1687229.0,463103,46310336
769218.0,164131,16413169
1557142.0,149235,14923541
96223.0,174897,17489751
72741.0,304087,30408772
1562401.0,220031,22003185
16918.0,114829,11482911
1599617.0,168977,16897783
40729.0,305638,30563895
1478242.0,148262,14826277
1289490.0,149783,14978336
1448431.0,985110,985110
1690680.0,108371,10837189
1437107.0,230718,23071879
1395942.0,142847,14284706
879169.0,178088,17808827
886982.0,210811,21081144
1720635.0,140282,14028270
1123658.0,147222,14722226
1171264.0,178102,17810269
1556593.0,273824,27382429
1598014.0,273637,27363741
1614184.0,185749,18574945
1688568.0,155897,15589798
944809.0,377168,37716833
1585689.0,184434,18443400
1474903.0,664894,664894
1670592.0,120034,12003477
1632127.0,629221,629221
1099219.0,642095,64209500
715153.0,973216,97321697
1191255.0,952621,95262188
812074.0,170942,17094234
36377.0,163314,16331401
1820877.0,167938,16793824
1466085.0,173013,17301397
914208.0,355414,35541431
1472787.0,135859,13585986
1172724.0,101882,10188234
818479.0,159839,15983939
899923.0,125019,12501920
1156375.0,252950,25295042
1015820.0,343509,34350924
1393311.0,172346,17234617
1571949.0,366849,36684959
1711269.0,155193,15519348
939767.0,313875,31387574
1446847.0,130446,13044650
1360604.0,172686,17268600
1100663.0,46436e,46436e55
1178819.0,370795,37079569
922224.0,665589,66558952
1752836.0,159210,15921045
922864.0,109415,10941550
811809.0,171727,17172703
1268896.0,466642,46664223
858446.0,126039,12603973
1069157.0,116722,11672251
1803696.0,161095,16109596
1467858.0,106303,10630367
868857.0,123129,12312918
1331875.0,260167,26016762
1534504.0,169472,16947261
1100663.0,432000,432000
39899.0,246208,24620823
893949.0,126718,12671867
732717.0,485568,48556865
1126328.0,222538,22253822
1276520.0,566306,56630679
1039765.0,289185,28918550
1492426.0,142069,14206978
1391127.0,100718,10071851
1326801.0,159655,15965533
1702744.0,143921,14392128
1593034.0,367146,36714699
2809.0,182787,18278712
1448893.0,141306,14130653
1754301.0,390639,39063926
1728951.0,170580,17058039
1098972.0,145176,14517609
1652044.0,203323,20332319
1326160.0,512329,51232982
1576018.0,126613,12661328
1571283.0,178045,17804507
1437107.0,147360,14736007
1196501.0,141617,14161775
1046568.0,106813,10681370
3570.0,178323,17832319
1723089.0,219778,21977896
860546.0,125160,12516011
1713443.0,257522,25752249
1437071.0,328764,32876461
1532961.0,849436,849436
1116578.0,213998,21399874
1090872.0,250641,25064185
924613.0,333048,33304853
1517022.0,113975,11397548
1020569.0,225778,22577824
104918.0,122903,12290393
1519751.0,109944,10994401
1492633.0,208522,20852229
1100663.0,878642,878642
65984.0,144596,14459677
47217.0,113755,11375521
1055160.0,450178,45017854
1051470.0,300924,30092470
909832.0,286842,28684232
1090012.0,247151,24715194
1074902.0,747580,747580
313216.0,775521,77552149
868671.0,115300,11530081
1561680.0,161568,16156845
1590714.0,129062,12906247
1075415.0,433230,43323098
895417.0,150775,15077530
1089143.0,633651,633651
1689796.0,130535,13053525
1108827.0,245176,24517648
19617.0,192569,19256987
1058057.0,585211,58521126
1025996.0,134724,13472484
1707925.0,395229,39522967
1163653.0,184193,18419353
1048911.0,181127,18112791
1623925.0,257546,25754652
1418121.0,154495,15449503
1099800.0,585965,58596560
1286043.0,147848,14784890
1116942.0,152420,15242067
1061630.0,129039,12903962
1666700.0,484665,48466579
849146.0,937322,937322
1053706.0,673361,673361
927628.0,333493,33349330
1368458.0,177678,17767884
1222840.0,406067,40606751
57083.0,202980,20298051
36270.0,105147,10514714
1650132.0,142804,14280434
1071739.0,416352,41635227
1100663.0,104231,10423163
1045450.0,123476,12347659
1467760.0,236650,23665000
1581068.0,368869,36886903
4447.0,209170,20917031
1703644.0,102742,10274232
1445930.0,230281,23028102
1132597.0,331150,33115025
879407.0,125631,12563132
1490906.0,201720,20172073
1627014.0,139007,13900734
882796.0,162597,16259745
912595.0,112551,11255162
1429937.0,109589,10958971
1070304.0,760635,76063556
1108329.0,120176,12017632
715957.0,557739,55773989
1585364.0,101385,10138572
1124804.0,247341,24734113
1045810.0,447991,44799146
1455863.0,152258,15225873
910638.0,193171,19317108
894315.0,272812,27281289
1109357.0,771618,77161858
879101.0,416521,41652116
833444.0,540284,54028416
1364250.0,192267,19226790
88790.0,653178,653178
1136893.0,430714,43071431
766701.0,174821,17482169
1053507.0,343485,34348573
938323.0,578267,57826732
353278.0,115437,11543749
1553023.0,140640,14064008
1418819.0,178653,17865337
1755672.0,645561,64556175
821189.0,390447,39044731
1587523.0,154115,15411572
77360.0,133903,13390391
1178970.0,111753,11175351
1028918.0,137180,13718099
1100663.0,126279,12627964
1100663.0,881812,881812
36029.0,155526,15552657
1178879.0,218774,21877442
1057706.0,311358,31135847
1438231.0,829722,829722
67088.0,723174,72317453
875045.0,134196,13419601
1320414.0,172047,17204770
1262039.0,107574,10757484
764180.0,130577,13057762
1031316.0,182070,18207039
1613103.0,107107,10710776
1593538.0,213628,21362883
1077183.0,172465,17246570
933136.0,106782,10678240
1093691.0,471613,47161335
1359711.0,262846,26284636
866829.0,227874,22787400
70866.0,104363,10436398
1564708.0,266552,26655291
1644406.0,104253,10425354
842183.0,148576,14857627
1492298.0,291495,29149535
1489393.0,215828,21582896
1100663.0,373185,37318544
765207.0,778149,778149
1335730.0,154459,15445983
1160106.0,544312,54431202
1407623.0,211722,21172289
1159152.0,261096,26109637
1511337.0,185345,18534588
1709164.0,501119,501119
315852.0,371658,37165801
63271.0,133788,13378894
66740.0,411744,41174440
1100663.0,526200,526200
857855.0,128096,12809688
923796.0,178469,17846900
1347652.0,981901,981901
1274173.0,124454,12445462
101594.0,422883,422883
1032975.0,124442,12444279
860730.0,182491,18249167
1100663.0,46436e,46436e59
1070985.0,185358,18535802
1316835.0,180434,18043499
1049782.0,116674,11667496
1116463.0,110317,11031726
1601046.0,193612,19361210
77877.0,160332,16033228
1140859.0,110496,11049607
1333986.0,363808,36380856
785161.0,106388,10638887
1055726.0,142429,14242941
1512762.0,105283,10528350
1622194.0,144536,14453613
1078271.0,176125,17612593
1061983.0,116110,11611079
1100663.0,46435g,46435g42
1609702.0,171354,17135486
1004315.0,288014,28801467
880631.0,188359,18835941
844059.0,576162,576162
792966.0,597202,597202
1620280.0,330774,33077479
1358071.0,145987,14598779
1514705.0,130815,13081525
24545.0,146988,14698818
1594012.0,196172,19617245
1680247.0,127468,12746812
1616862.0,200749,20074926
766704.0,434556,43455641
830524.0,511761,511761
1121788.0,132084,13208414
1423689.0,428418,42841861
1111711.0,418794,41879459
1101302.0,122057,12205755
927653.0,139699,13969975
1285785.0,255191,25519165
945394.0,262644,26264457
1100663.0,531916,531916
1479094.0,163992,16399214
937966.0,320244,32024422
23795.0,463458,463458
724004.0,776232,776232
1504008.0,136239,13623949
59440.0,199027,19902728
1611547.0,153023,15302359
929869.0,199134,19913455
858877.0,327697,32769769
1688476.0,119966,11996662
849395.0,640363,64036393
1089113.0,153449,15344939
1069878.0,121978,12197820
901832.0,115176,11517680
1067428.0,257571,25757145
795266.0,111519,11151919
1100663.0,163988,16398830
1061574.0,113966,11396634
1100663.0,540990,540990
1590717.0,189688,18968869
1645590.0,118277,11827743
796505.0,805091,805091
910631.0,534255,53425517
312069.0,130374,13037442
831547.0,278209,27820979
1456346.0,153596,15359682
756894.0,137750,13775025
1129137.0,246648,24664861
1138639.0,128437,12843775
1740332.0,221104,22110497
930667.0,114245,11424555
899460.0,179758,17975840
1368148.0,137126,13712668
1100663.0,129685,12968522
1308606.0,148612,14861216
1401564.0,626937,626937
921825.0,156808,15680887
1174850.0,721143,721143
1070750.0,765785,76578597
1569187.0,110867,11086744
1551152.0,124423,12442348
1161611.0,208748,20874895
1159508.0,119201,11920141
886346.0,849695,849695
1159036.0,184813,18481307
1464423.0,177291,17729159
1372612.0,130045,13004504
756620.0,696581,69658181
1001115.0,295840,295840
1422930.0,700587,700587
1065280.0,287314,28731448
1562476.0,181122,18112280
1318484.0,745636,745636
709283.0,6926e0,6926e0
701818.0,149265,14926577
1100663.0,46436e,46436e53
891478.0,102521,10252175
835403.0,166483,16648384
1173420.0,211656,21165677
1288469.0,106986,10698609
842180.0,388025,38802528
1287865.0,626858,62685886
1100663.0,205393,20539372
1128361.0,181777,18177756
77360.0,118251,11825132
865492.0,231073,23107390
314606.0,496068,496068
65011.0,74348X,74348X10
846596.0,23338T,23338T30
1375205.0,129468,12946832
1029506.0,112012,112012
839533.0,23338M,23338M70
1100663.0,349258,349258
700564.0,117665,11766510
18230.0,297642,29764296
1096752.0,061715,061715
108772.0,060515,060515
77449.0,061515,061515
351483.0,007914,00791410
4962.0,485250,48525005
1001250.0,113191,11319121
1089872.0,952950,952950
750556.0,588449,58844964
1282613.0,121641,121641
50493.0,687079,687079
5768.0,746424,746424
318300.0,904612,904612
1478950.0,30068C,30068C10
1489393.0,232172,23217265
1100663.0,626107,62610766
1169987.0,700000,700000
893691.0,575385,57538510
1635327.0,200088,20008887
1133311.0,674689,674689
1011174.0,015271,01527110
1102240.0,87927P,87927P20
1018724.0,231351,23135106
1048098.0,984846,98484610
1158463.0,477143,477143
78890.0,109699,10969910
902722.0,09247U,09247U20
1108828.0,92276F,92276F10
77551.0,038149,03814910
914536.0,848420,84842010
857489.0,922042,92204285
1444754.0,74462e,74462e
1115222.0,26486E,26486E10
1311967.0,155432,15543210
1164099.0,68162Q,68162Q20
1137887.0,67070X,67070X20
910638.0,123108,123108
1043946.0,92532L,92532L40
1388356.0,48241N,48241N10
1001193.0,111111,111111
1408193.0,89472N,89472N10
1404379.0,90338S,90338S10
1364479.0,72805T,72805T05
1100663.0,464288,46428888
1033032.0,828395,82839510
1091907.0,602370,602370
1083269.0,H8817H,H8817H10
1011174.0,74347R,74347R58
1100663.0,464288,46428824
1313024.0,92275P,92275P30
833444.0,G9144P,G9144P10
1095651.0,45031U,45031U60
918608.0,284902,28490210
1196867.0,27827K,27827K20
1139463.0,58404W,58404W10
890893.0,67101V,67101V30
1398659.0,1709ge,1709ge
1317872.0,890088,89008810
719739.0,951015,951015
94610.0,832727,83272710
1161069.0,008000,008000
354359.0,440543,44054310
1011174.0,49803T,49803T10
108772.0,558099,55809901
1064641.0,81369Y,81369Y88
1098074.0,628891,62889110
1297996.0,253868,25386830
96831.0,875215,875215
1013934.0,636618,636618
1254634.0,449788,44978820
1117171.0,16936Y,16936Y10
1385157.0,G9144P,G9144P10
929869.0,758204,75820420
1367306.0,73936B,73936B20
948046.0,25154H,25154H45
1098659.0,T941E8,T941E8
70793.0,638782,63878210
865436.0,02043Q,02043Q10
1064641.0,81369Y,81369Y50
1063344.0,185400,185400
1167880.0,698338,69833810
1386608.0,G8918E,G8918E10
942125.0,13123X,13123X10
874499.0,021709,021709
1057693.0,63227W,63227W20
1399067.0,87260T,87260T10
1367396.0,451663,45166310
932789.0,G15632,G1563210
1282850.0,33733U,33733U20
805054.0,878311,87831110
49938.0,123108,123108
1334478.0,369899,369899
1323974.0,55402X,55402X10
869614.0,53071M,53071M30
1177470.0,136644,13664410
923139.0,978466,978466
1418819.0,021709,021709
1367660.0,37185Y,37185Y10
1001193.0,89376R,89376R20
1023131.0,454083,454083
92339.0,195493,19549330
56047.0,115236,11523610
1196875.0,27828T,27828T20
37996.0,345370,345370
1402829.0,008000,008000
879169.0,45337C,45337C12
1130866.0,43365Y,43365Y10
1016178.0,146875,14687510
714560.0,90341W,90341W10
1129633.0,71902E,71902E10
1113247.0,074002,07400220
1287701.0,384871,38487120
766701.0,422680,42268010
1351051.0,83066R,83066R10
1393726.0,141657,14165710
874501.0,231391,23139108
26537.0,453951,453951
1064728.0,178566,17856610
857694.0,816344,81634430
919722.0,868059,86805910
16058.0,174877,174877
877902.0,640522,64052210
1324479.0,025195,02519520
1095600.0,021709,021709
1073349.0,68554V,68554V10
1312206.0,55312Q,55312Q20
879573.0,15133V,15133V20
890491.0,02043Q,02043Q10
1006837.0,741929,74192910
907254.0,804395,80439520
897951.0,722015,72201520
1054579.0,418365,41836510
93859.0,857873,85787310
874142.0,008000,008000
882071.0,33848E,33848E20
867773.0,02043Q,02043Q10
1105542.0,00950H,00950H10
906163.0,108970,108970
1283796.0,049162,04916220
892992.0,008000,008000
1304366.0,20343T,20343T10
878200.0,008000,008000
313616.0,249030,24903010
1380501.0,746945,74694510
894010.0,111111,111111
1338401.0,18145M,18145M20
1021620.0,968277,968277
929008.0,605064,605064
1040017.0,69811Q,69811Q10
833081.0,101290,10129037
793044.0,12562M,12562M10
886035.0,02043Q,02043Q10
49826.0,452308,45230819
880115.0,969460,96946010
1002638.0,708062,70806210
750561.0,699157,69915710
1042431.0,46114T,46114T
1319229.0,370423,370423
1398632.0,430880,43088020
1100663.0,464288,46428841
773910.0,191435,19143576
857071.0,022205,02220510
891765.0,G1368B,G1368B10
23194.0,870936,870936
805792.0,058264,05826410
1044435.0,00504W,00504W10
278166.0,517524,517524
1386787.0,92644D,92644D20
1032761.0,913389,913389
1012271.0,737464,73746410
1358164.0,G8649T,G8649T10
1407031.0,38116J,38116J10
1103783.0,757479,75747910
878180.0,670978,67097820
829365.0,629865,62986520
1137888.0,67070Y,67070Y20
1157842.0,19247L,19247L20
1057698.0,55269P,55269P36
1394159.0,68557K,68557K10
1032863.0,345203,34520320
903129.0,03070L,03070L30
1085482.0,901166,90116610
902717.0,09247E,09247E20
1097149.0,162551,16255101
1062372.0,69373H,69373H10
1336777.0,09250K,09250K10
1350487.0,97717W,97717W78
1069353.0,207142,20714230
1410240.0,73104R,73104R10
1178970.0,74386T,74386T10
872947.0,03823Y,03823Y10
1005699.0,999937,999937
700841.0,749360,74936040
1314772.0,865646,86564610
1294178.0,19248J,19248J20
1169769.0,609045,60904510
948850.0,20581E,20581E10
1064642.0,78464A,78464A42
1288936.0,68212S,68212S10
1011657.0,02043Q,02043Q10
910606.0,756109,75610970
1372813.0,03525N,03525N10
1129239.0,629445,62944520
1267890.0,26153R,26153R20
778164.0,69423U,69423U10
1058033.0,667280,66728040
1337749.0,58439W,58439W10
1084727.0,65333R,65333R20
891082.0,873425,87342510
944647.0,74342H,74342H10
1019947.0,20482A,20482A10
791907.0,110958,11095807
767920.0,110062,11006210
70318.0,523492,52349296
818033.0,00202J,00202J20
1283708.0,186330,18633018
2488.0,332685,33268593
1058290.0,150980,15098033
1262976.0,N93540,N9354010
1379785.0,969560,969560
817720.0,083120,08312011
885721.0,234848,23484888
945436.0,113322,11332297
1160308.0,143436,143436
1157377.0,806710,806710
890447.0,92534K,92534K10
930667.0,46434g,46434g79
1046179.0,126606,12660685
1369568.0,152689,15268931
1679688.0,100392,10039234
1579877.0,321498,32149847
1043219.0,035710,03571083
1519401.0,961785,961785
1616668.0,69374H,69374H66
1485894.0,46654Q,46654Q60
814052.0,286329,28632984
1567683.0,18539c,18539c10
1100663.0,346493,346493
1524513.0,46431w,46431w54
1821806.0,527064,52706410
903419.0,982563,982563
891293.0,12648L,12648L60
801961.0,552738,55273860
1759008.0,8096c3,8096c340
1308606.0,073121,073121
1012100.0,159159,15915951
1524513.0,298149,29814977
1100663.0,232987,23298780
1064642.0,78464a,78464a37
1331875.0,311908,31190891
1846069.0,482505,48250510
887919.0,730398,730398
1100663.0,207000,207000
930667.0,675574,67557452
1705696.0,073121,073121
1100663.0,464288,46428872
1100663.0,617391,617391
19617.0,163722,16372285
72859.0,293561,29356160
318771.0,368710,36871010
3370.0,013788,01378850
897708.0,00206J,00206J10
46207.0,419870,41987010
51939.0,768200,76820010
837912.0,376365,37636510
789460.0,460242,46024210
898612.0,989822,98982210
873728.0,926754,92675410
887983.0,845734,84573410
814430.0,458157,45815710
867049.0,L88742,L8874210
217084.0,973411,97341110
12978.0,097383,09738386
62996.0,704378,70437830
18926.0,156686,15668610
866829.0,113689,11368928
202058.0,980453,980453
110390.0,856027,85602721
1335258.0,100157,10015796
51253.0,980453,980453
1312073.0,127782,12778262
1261654.0,755618,755618
1030749.0,713779,713779
19584.0,980453,980453
1070412.0,140623,14062352
1024305.0,008000,008000
849395.0,842941,84294121
1372664.0,614407,614407
922717.0,759569,759569
874866.0,572898,572898
317771.0,177906,17790650
1283709.0,829016,829016
947397.0,975080,975080
1057706.0,929074,929074
858877.0,272861,27286180
320187.0,189327,18932752
1398659.0,2011ge,2011ge
1050743.0,212680,212680
743988.0,130523,13052387
1137888.0,67070Y,67070Y
1410703.0,968347,968347
1302707.0,779239,779239
1162461.0,386344,386344
866374.0,010420,01042024
883945.0,311269,311269
80424.0,139411,13941178
772897.0,633970,633970
793952.0,108492,10849258
1117297.0,74874Q,74874Q10
846617.0,317522,317522
1324570.0,92864N,92864N10
1469946.0,33647C,33647C10
895531.0,46132H,46132H30
1305323.0,10807M,10807M10
894146.0,46130L,46130L40
739878.0,878388,878388
741516.0,177251,177251
1060349.0,339261,339261
21665.0,234629,23462918
58361.0,906060,906060
911002.0,832896,832896
1234006.0,491208,491208
108985.0,609322,609322
1051514.0,684366,684366
880117.0,313907,313907
1259550.0,613187,613187
1136869.0,100920,10092048
1034760.0,417641,417641
1070412.0,266043,26604354
1335190.0,55973B,55973B10
1100663.0,186000,186000
1633858.0,05070P,05070P10
1100663.0,464286,46428662
1100663.0,122523,122523
1100663.0,217000,217000
894315.0,180343,18034318
1100663.0,212000,212000
351817.0,974400,974400
1100663.0,338000,338000
1365662.0,332690,332690
1124105.0,14888D,14888D10
1565146.0,40222T,40222T10
1289850.0,515074,515074
1458891.0,255001,25500122
1100663.0,507083,50708367
1012139.0,154532,15453261
1100663.0,464286,46428683
1596783.0,129228,12922825
1129137.0,210083,21008312
61986.0,081015,081015
1273636.0,2015sc,2015sc13
1735184.0,947977,947977
857005.0,125362,12536242
1022079.0,135517,13551752
1423689.0,543603,54360363
1100663.0,273750,27375013
1100663.0,226846,226846
1673358.0,391938,39193846
1282266.0,97382a,97382a30
1742924.0,220208,22020859
1308161.0,90130a,90130a10
1346610.0,16953Q,16953Q10
944809.0,302842,30284219
1655020.0,114564,11456465
28917.0,E28586,E28586
1441849.0,18911q,18911q10
1581280.0,3859c0,3859c002
1139812.0,55264u,55264u10
920148.0,100292,10029286
1100663.0,522812,522812
1100663.0,146740,146740
1053507.0,297271,29727193
1100663.0,120000,120000
1100663.0,480437,480437
1581068.0,366514,36651445
1732845.0,264824,26482477
1500213.0,739576,739576
816761.0,117471,11747102
1041657.0,91705J,91705J20
1614184.0,103322,10332298
900075.0,E67931,E6793178
874015.0,464330,46433001
899866.0,17252Y,17252Y10
1128239.0,249509,24950910
875159.0,98399G,98399G22
749251.0,0000FF,0000FF
822416.0,745671,74567101
912752.0,591676,59167610
1004967.0,694327,69432710
798186.0,523238,52323810
202890.0,449681,44968110
80124.0,740884,74088410
907472.0,87234V,87234V10
95052.0,357658,35765810
911576.0,925391,92539151
718916.0,121579,12157910
78150.0,718252,71825260
25895.0,228309,22830910
878483.0,068313,06831310
919998.0,123162,12316210
1090710.0,29076P,29076P10
1073794.0,262098,26209810
820235.0,863551,86355108
920521.0,02145R,02145R10
110740.0,880236,88023620
60751.0,005492,00549271
40656.0,370787,37078710
798507.0,62758B,62758B10
820774.0,04516H,04516H10
1013462.0,03662Q,03662Q
1060329.0,193921,19392110
930550.0,67481E,67481E10
926075.0,368731,36873110
1085061.0,827056,82705610
1024519.0,N20935,N2093510
917335.0,226714,22671410
1085223.0,871045,87104510
25885.0,228219,22821930
315136.0,024928,02492810
809801.0,589644,58964410
903167.0,316850,31685010
878324.0,695542,69554210
109177.0,960000,960000
792932.0,717135,71713510
320678.0,03939B,03939B10
948085.0,703352,70335220
716644.0,05349F,05349F10
1018840.0,262027,262027
812446.0,682411,68241110
857475.0,573056,57305610
67716.0,000552,00055269
316206.0,855905,85590520
875192.0,865910,86591010
755933.0,458447,45844710
892495.0,171116,17111610
1000925.0,896937,89693710
1043873.0,339280,33928010
4447.0,235511,23551104
48595.0,855905,85590520
32666.0,295157,29515751
904898.0,111309,11130910
32666.0,295157,29515752
847903.0,74960K,74960K10
710597.0,054546,05454610
707549.0,540300,540300
1080034.0,28273c,28273c
1289592.0,891771,89177104
1095357.0,30212P,30212P10
910521.0,601740,601740
925645.0,862450,862450
99189.0,893485,89348510
927653.0,581556,58155610
869426.0,299806,29980610
760436.0,42222h,42222h10
713975.0,866634,86663410
319459.0,079895,07989520
949341.0,300000,300000
48039.0,285858,285858
1065049.0,88692s,88692s
1048982.0,73750s,73750s
1350487.0,97717W,97717W40
1100663.0,169889,169889
1142417.0,727900,727900
1209466.0,641145,641145
1319229.0,443449,443449
1158463.0,502424,50242410
741696.0,753267,753267
912365.0,120229,12022927
1000300.0,012440,01244027
883237.0,304929,304929
35527.0,451955,45195502
1489147.0,053120,05312011
1418144.0,73935B,73935B30
1135971.0,108389,10838981
1301063.0,122504,12250445
902274.0,734582,734582
872064.0,670973,670973
862716.0,67062E,67062E
899051.0,252904,25290425
880845.0,670988,670988
1009626.0,193011,19301178
1165383.0,67071V,67071V
1266585.0,670682,670682
1412109.0,201006,20100609
885734.0,67063W,67063W
1329919.0,993010,993010
1084752.0,140567,140567
1271024.0,062411,062411
1124140.0,062211,062211
8868.0,211127,21112759
1052595.0,932515,932515
886986.0,548397,54839775
1367396.0,691582,691582
1333141.0,148866,14886619
1570585.0,120545,12054530
701811.0,109102,10910289
910073.0,488002,48800232
1440292.0,910187,91018710
1070154.0,132609,13260992
315852.0,123181,12318159
1108109.0,124220,12422035
1675820.0,129360,12936087
1161611.0,406974,40697483
1413507.0,201125,20112582
807707.0,494399,494399
949870.0,925321,925321
1064641.0,342742,342742
1100663.0,153520,15352010
1178819.0,434468,43446833
1291733.0,38045R,38045R10
1030475.0,16937R,16937R10
1289490.0,127281,12728132
38067.0,119537,11953761
817473.0,272431,27243181
883569.0,083115,083115
1100663.0,120585,12058572
1100663.0,139494,139494
1122411.0,355325,35532587
1100663.0,316041,316041
1230992.0,113129,11312957
1111759.0,153834,15383424
1100663.0,127041,127041
1232384.0,354024,35402443
1561680.0,180831,18083101
1100663.0,152041,152041
1046179.0,523439,523439
1324404.0,420947,420947
1100663.0,121120,121120
859737.0,340696,34069657
1037949.0,198470,19847065
100493.0,398610,39861076
1402305.0,864596,86459610
1279228.0,492981,49298102
1141107.0,125160,12516076
1037676.0,171552,17155278
809023.0,134155,13415540
1013871.0,256439,25643941
278166.0,743568,743568
1070412.0,244599,24459989
1410636.0,008000,008000
895663.0,139140,13914016
1130498.0,815199,81519939
1203464.0,482427,48242755
1326380.0,153496,15349635
703360.0,889462,88946298
813811.0,400366,40036691
37748.0,181435,18143591
707549.0,128754,12875408
1071265.0,101091,10109184
871763.0,116221,11622148
745308.0,116682,11668299
1064728.0,299686,29968646
937136.0,152437,15243769
1023514.0,515870,51587068
103730.0,158878,15887802
85408.0,139566,13956640
919012.0,020409,02040910
1139313.0,367317,36731748
1403853.0,115368,11536852
73124.0,111637,11163798
1405073.0,008000,008000
701818.0,145058,14505874
868725.0,285721,28572196
863456.0,113957,11395798
1319947.0,008000,008000
918608.0,679457,67945716
793044.0,125652,12565298
1175580.0,106221,10622151
1088825.0,124205,12420567
1375205.0,151264,15126450
882235.0,151827,15182733
1013131.0,455582,45558211
1159297.0,221087,22108783
1424847.0,155503,15550302
920760.0,008000,008000
1368358.0,185434,18543494
880266.0,105390,10539058
39677.0,573678,573678
1103184.0,903844,90384420
1389797.0,35952B,35952B10
2809.0,173045,17304597
915912.0,534841,53484101
1289236.0,133804,13380429
875622.0,971092,971092
1100663.0,436793,436793
1720671.0,S46436,S46436
733269.0,118239,11823944
1100663.0,46436e,46436e49
1720671.0,G3141W,G3141W10
1524513.0,46431w,46431w53
1453015.0,142772,14277222
1100663.0,46436e,46436e52
1720671.0,300000,300000
766704.0,103122,103122
315852.0,246607,24660746
1872789.0,29082K,29082K10
